,wine name,winery,wine year,wine rating,wine price,wine region,wine country,grape information,wine acidity,wine intensity,wine sweetness,wine tannin,wine description
444,Vintage Port The Stone Terraces,W. & J. Graham's,2015,4.6,194.99,Porto,Portugal,Touriga Nacional,,,,,
445,Don PX Selección,Toro Albalá,1965,4.6,269.99,Montilla-Moriles,Spain,Pedro Ximenez,2.8,4.854118,4.942588300000001,,
446,Dalva Colheita Porto,C. da Silva,1982,4.3,84.89,Porto,Portugal,Touriga Nacional,,,,,
447,Vintage Port,Warre's,1997,4.2,59.99,Porto,Portugal,Touriga Nacional,,,,,
448,Vintage Port,Quinta do Noval,1995,4.1,69.81,Porto,Portugal,Touriga Nacional,,,,,
449,Colheita Port,Kopke,1981,4.5,170.39,Porto,Portugal,Touriga Nacional,,,,,
450,Colheita Port,Kopke,1985,4.2,121.96,Porto,Portugal,Touriga Nacional,,,,,
451,Dalva Vintage Porto,C. da Silva,2007,4.3,62.78,Porto,Portugal,Touriga Nacional,,,,,
452,Dalva 40 Years Old Porto Dry White,C. da Silva,N.V.,4.2,188.13,Porto,Portugal,Gouveio,,,,,
453,Vintage Port,Cockburn's,2003,4.3,55.99,Porto,Portugal,Touriga Nacional,,,,,
454,Vintage Port,Taylor's,2000,4.5,99.0,Porto,Portugal,Touriga Nacional,,,,,
455,Vintage Port,Fonseca,2000,4.5,82.79,Porto,Portugal,Touriga Nacional,,,,,
456,40 Year Old Tawny Port,Quinta do Noval,N.V.,4.6,139.97,Porto,Portugal,Touriga Nacional,,,,,
457,Late Bottled Vintage Port,Dow's,2000,3.8,109.99,Porto,Portugal,Touriga Nacional,,,,,
0,Late Bottled Vintage Port,Sandeman,2014,4.1,31.95,Porto,Portugal,Touriga Nacional,,,,,
1,Targa Riserva 1840 Marsala Superiore Semisecco,Florio,2003,4.0,31.99,Marsala,Italy,,,,,,
2,5 Year Old Malmsey Madeira (Rich),Blandy's,N.V.,3.8,31.99,Malmsey Madeira,Portugal,Verdelho,3.9553809999999996,4.967779599999999,4.850146,,
3,5 Year Old Verdelho Madeira (Medium Dry),Blandy's,N.V.,3.8,31.99,Verdelho Madeira,Portugal,Verdelho,3.9911977999999997,4.806354,4.394635,,
4,Late Bottled Vintage Port,Smith Woodhouse,2008,4.1,32.99,Porto,Portugal,Touriga Nacional,,,,,
5,Crusted Port,Churchill's,2006,4.1,32.99,Porto,Portugal,Touriga Nacional,,,,,
6,10 Year Old Tawny Port,Taylor's,2010,4.1,33.95,Porto,Portugal,Touriga Nacional,,,,,
7,Tawny Porto,Sandeman,2010,3.9,33.99,Porto,Portugal,Touriga Nacional,,,,,
8,Banyuls,M. Chapoutier,2014,3.8,34.99,Banyuls,France,,,,,,
9,10 Years Old Malmsey Madeira (Rich),Blandy's,N.V.,4.0,34.99,Malmsey Madeira,Portugal,Verdelho,3.9061744,4.7637725,4.8497867999999995,,
10,10 Years Old Tawny Port,Dow's,2010,4.0,35.99,Porto,Portugal,Touriga Nacional,,,,,
11,Jockey Club Reserva Port,Burmester,N.V.,3.9,35.99,Douro,Portugal,Touriga Nacional,3.0281715,4.642030999999999,4.683837400000001,,"Produced exclusively in the Douro Valley of Northern Portugal, Port wine with its unique characteristics has become a favorite the world over.

There are scores of  different grape varieties used in the production of port. This wine is more about the production methods used and the fortification with spirit than the nuances that the fruit has to offer.

Port is fortified. This means that there is an introduction of some type of distilled spirit to the wine during production. These wines can achieve an ABV of 20% or more.

You will encounter one of two main types of port. The first, Ruby Port, is the most common. It has a deep ruby color, is sweet, and has relatively little exposure to oak. Tawny Port is brown in color, is aged longer, and draws its color and character from longer exposure to oak.

This wine is commonly used for desserts or a night-cap. Vintage ports, with an actual year of production i.e 1985, are far less common and usually quite spendy. Most ports are associated with a length of time of aging, like a 4-year port, or 10-year port."
12,Porto 10 Years Old Tawny,Niepoort,N.V.,4.0,37.99,Porto,Portugal,Touriga Nacional,,,,,
13,10 Years Old Tawny Port,Kopke,N.V.,4.0,37.99,Porto,Portugal,Touriga Nacional,,,,,
14,Late Bottled Vintage Porto,Vale D. Maria,2014,4.2,38.99,Porto,Portugal,Touriga Nacional,,,,,
15,Leonor Palo Cortado Seco,Gonzalez-Byass,N.V.,4.1,38.99,Palo Cortado Sherry,Spain,Palomino,3.7387664,4.0193505,2.2487662,,
16,20 Years Old Aged Tawny Porto,Maynard's,N.V.,4.0,38.99,Porto,Portugal,Touriga Nacional,,,,,
17,Late Bottled Vintage Port,Sandeman,2011,3.9,39.99,Porto,Portugal,Touriga Nacional,,,,,
18,Colheita Port,Krohn,2002,4.1,40.0,Porto,Portugal,Touriga Nacional,,,,,
19,15 Year Old Malmsey Madeira (Rich),Blandy's,N.V.,4.0,43.99,Malmsey Madeira,Portugal,Verdelho,4.162857499999999,4.9828567999999995,4.725714,,
20,Quinta da Eira Velha Single Quinta Vintage Port,Martinez Gassiot,1995,4.0,44.99,Porto,Portugal,Touriga Nacional,,,,,
21,Vintage Port,Croft,2000,4.3,49.0,Porto,Portugal,Touriga Nacional,,,,,
22,Colheita Single Harvest Tawny Port,Dow's,2002,4.1,49.99,Porto,Portugal,Touriga Nacional,,,,,
23,Vintage Port,Rozès,1994,3.9,49.99,Porto,Portugal,Touriga Nacional,,,,,
24,20 Year Old Tawny Port,Taylor's,N.V.,4.3,49.99,Porto,Portugal,Touriga Nacional,,,,,
25,Vigna la Miccia Marsala Superiore Oro,Marco de Bartoli,2016,4.1,50.0,Marsala,Italy,,,,,,
26,Pedro Ximénez Murillo Selección del Centenario,Lustau,N.V.,4.3,52.99,Jerez-Xérès-Sherry,Spain,Pedro Ximenez,3.1432283,4.8314962,4.915748000000001,,
27,Silval Vintage Port,Quinta do Noval,2000,4.2,53.96,Porto,Portugal,Touriga Nacional,,,,,
28,Madeira Colheita,Broadbent,1999,4.5,53.99,Madeira,Portugal,Verdelho,3.9563403,4.7735567,5.0,,
29,Quinta do Seixo Vintage Port,Sandeman,2015,4.0,54.95,Porto,Portugal,Touriga Nacional,,,,,
30,Vintage Port,Smith Woodhouse,2003,4.0,54.99,Porto,Portugal,Touriga Nacional,,,,,
31,20 Year Old Tawny Port,W. & J. Graham's,N.V.,4.3,54.99,Porto,Portugal,Touriga Nacional,,,,,
147,Late Bottled Vintage Porto,Senhora do Convento,2003,4.0,35.0,Porto,Portugal,Touriga Nacional,,,,,
154,Port,Doffo,N.V.,3.6,44.0,Temecula Valley,United States,,,,,,
158,Porto Colheita,Quinta do Infantado,2010,4.0,44.99,Porto,Portugal,Touriga Nacional,,,,,
167,Porto Late Bottled Vintage,Offley,2015,3.8,31.15,Porto,Portugal,Touriga Nacional,,,,,
172,Colheita Port,Quinta de La Rosa,2008,3.7,36.03,Porto,Portugal,Touriga Nacional,,,,,
176,Quinta dos Malvedos Vintage Port,W. & J. Graham's,2006,4.3,46.35,Porto,Portugal,Touriga Nacional,,,,,
177,Dalva Colheita Porto,C. da Silva,1992,4.2,43.12,Porto,Portugal,Touriga Nacional,,,,,
181,Colheita Port,Maynard's,2004,3.9,36.34,Porto,Portugal,Touriga Nacional,,,,,
182,Vintage Port,Vista Alegre,2000,4.3,45.8,Porto,Portugal,Touriga Nacional,,,,,
186,Vintage Port,Quinta do Infantado,1995,4.2,49.0,Porto,Portugal,Touriga Nacional,,,,,
187,10 Year Old Tawny Port,Fonseca,2015,4.2,31.99,Porto,Portugal,Touriga Nacional,,,,,
198,Colheita Port,Krohn,1996,4.0,44.95,Porto,Portugal,Touriga Nacional,,,,,
199,Quinta de Ervamoira 10 Year Old Tawny Port,Ramos Pinto,2010,3.9,33.16,Porto,Portugal,Touriga Nacional,,,,,
202,20 Year Old Tawny Port,W. & J. Graham's,2020,4.2,41.8,Porto,Portugal,Touriga Nacional,,,,,
207,Colheita Port,Niepoort,2004,4.1,47.76,Porto,Portugal,Touriga Nacional,,,,,
215,Silval Vintage Port,Quinta do Noval,2003,4.3,48.37,Porto,Portugal,Touriga Nacional,,,,,
216,Guimaraens Vintage Port,Fonseca,1995,4.2,42.0,Porto,Portugal,Touriga Nacional,,,,,
217,10 Year Old Verdelho Madeira (Medium Dry),Blandy's,N.V.,4.0,39.99,Verdelho Madeira,Portugal,Verdelho,4.0939417,4.8718977,4.325328400000001,,
219,Vintage Port,Quinta do Crasto,2016,4.1,54.97,Porto,Portugal,Touriga Nacional,,,,,
221,Vintage Port,Krohn,2003,4.1,47.58,Porto,Portugal,Touriga Nacional,,,,,
228,Vintage Port,Quinta do Vesuvio,1997,4.3,50.24,Porto,Portugal,Touriga Nacional,,,,,
235,Vintage Port,Vale D. Maria,2009,4.1,43.99,Porto,Portugal,Touriga Nacional,,,,,
236,Antique Amontillado,Fernando de Castilla,N.V.,3.9,35.99,Amontillado Sherry,Spain,Palomino,4.063125,3.9721877999999995,2.3120625,,
244,Les Clos de Paulilles Banyuls Traditionnel,Cazes,2012,3.8,40.99,Banyuls,France,,,,,,
247,Late Bottled Vintage Port,Quinta de La Rosa,2011,3.9,34.99,Porto,Portugal,Touriga Nacional,,,,,
256,Don PX Gran Reserva,Toro Albalá,1988,4.3,39.99,Montilla-Moriles,Spain,Pedro Ximenez,3.0141351000000003,4.960364,4.97245,,
260,Dalva Colheita Porto,C. da Silva,2010,3.8,30.05,Porto,Portugal,Touriga Nacional,,,,,
263,Porto Vintage,Messias,2007,4.3,48.31,Porto,Portugal,Touriga Nacional,,,,,
267,Dalva Colheita Porto,C. da Silva,1990,4.2,45.8,Porto,Portugal,Touriga Nacional,,,,,
269,Colheita Port,Maynard's,2001,3.9,43.02,Porto,Portugal,Touriga Nacional,,,,,
270,Quinta dos Malvedos Vintage Port,W. & J. Graham's,2001,4.2,50.79,Porto,Portugal,Touriga Nacional,,,,,
271,Colheita Port,Poças,1997,4.0,44.98,Porto,Portugal,Touriga Nacional,,,,,
272,Vintage Port,Smith Woodhouse,1997,4.4,49.0,Porto,Portugal,Touriga Nacional,,,,,
274,Colheita Porto,Vista Alegre,1996,4.3,43.91,Porto,Portugal,Touriga Nacional,,,,,
276,Vintage Port,Vista Alegre,1999,4.3,36.03,Porto,Portugal,Touriga Nacional,,,,,
283,Late Bottled Vintage Port,Sandeman,2013,4.0,34.98,Porto,Portugal,Touriga Nacional,,,,,
284,Colheita Porto,Vista Alegre,1997,4.1,54.35,Porto,Portugal,Touriga Nacional,,,,,
289,10 Year Old Tawny Port,W. & J. Graham's,2015,4.3,34.99,Porto,Portugal,Touriga Nacional,,,,,
290,Quinta Senhora da Ribeira Vintage Port,Dow's,2012,4.5,53.89,Porto,Portugal,Touriga Nacional,,,,,
298,Dos Cortados Palo Cortado Solera Especial Aged 20 Years,Williams & Humbert,N.V.,4.2,39.99,Palo Cortado Sherry,Spain,Palomino,3.2267976000000003,3.9953594,2.074052,,
301,Tawny Porto 10 Years Old,Quinta do Infantado,N.V.,4.0,35.99,Porto,Portugal,Touriga Nacional,,,,,
313,Antique Palo Cortado,Fernando de Castilla,N.V.,4.2,36.05,Palo Cortado Sherry,Spain,Palomino,3.686923,4.0379486,2.8141026,,
318,Vintage Port,Quinta do Portal,2006,3.9,54.9,Porto,Portugal,Touriga Nacional,,,,,
319,Vintage Port,Warre's,2000,4.2,49.0,Porto,Portugal,Touriga Nacional,,,,,
326,Colheita Porto,Barros,2005,4.4,37.27,Porto,Portugal,Touriga Nacional,,,,,
327,Dalva Colheita Porto,C. da Silva,1995,4.1,37.86,Porto,Portugal,Touriga Nacional,,,,,
328,Reserve Ruby Port,Churchill's,2003,4.1,38.0,Cima Corgo,Portugal,Touriga Nacional,,,,,
329,Vintage Port,Ferreira,1995,4.5,49.99,Porto,Portugal,Touriga Nacional,,,,,
333,Zinfandel Port,Rutherford Hill,2010,4.0,35.0,Napa Valley,United States,,,,,,
342,Magalhães Vintage Porto,Quinta do Silval,2015,3.8,34.98,Porto,Portugal,Touriga Nacional,,,,,
349,Vintage Port,Quinta de Roriz,2004,4.4,54.99,Porto,Portugal,Touriga Nacional,,,,,
353,Porto Bioma Vintage Vinha Velha,Niepoort,2011,4.3,52.0,Porto,Portugal,Touriga Nacional,,,,,
356,Dalva Colheita Porto,C. da Silva,1994,4.2,58.02,Porto,Portugal,Touriga Nacional,,,,,
357,Colheita Port,Maynard's,1982,4.2,122.39,Porto,Portugal,Touriga Nacional,,,,,
358,Colheita Port,Krohn,1961,4.7,464.15,Porto,Portugal,Touriga Nacional,,,,,
359,Pintas Vintage Port,Wine & Soul,2014,4.3,81.78,Porto,Portugal,Touriga Nacional,,,,,
360,Vintage Port,Vista Alegre,1998,3.8,43.36,Porto,Portugal,Touriga Nacional,,,,,
361,Vintage Port,Quinta do Noval,1994,4.4,125.0,Porto,Portugal,Touriga Nacional,,,,,
370,Vintage Port,Quinta do Portal,2008,4.1,53.26,Porto,Portugal,Touriga Nacional,,,,,
373,Colheita Port,Quevedo,2004,3.9,42.75,Porto,Portugal,Touriga Nacional,,,,,
374,20 Years Old White Port,Kopke,N.V.,4.3,50.08,Porto,Portugal,Gouveio,,,,,
377,Vintage Port,Quinta do Crasto,2008,4.1,43.99,Porto,Portugal,Touriga Nacional,,,,,
381,Pedro Ximénez,José Pemartín,N.V.,3.7,39.99,Jerez-Xérès-Sherry,Spain,Pedro Ximenez,3.0,5.0,5.0,,
383,Bual Colheita Madeira,Blandy's,2003,4.4,49.99,Madeira,Portugal,Verdelho,3.947512,4.779713,4.684019,,
384,Colheita Port,Niepoort,2009,4.1,42.51,Porto,Portugal,Touriga Nacional,,,,,
387,Quinta do Bomfim Vintage Port,Dow's,2008,4.2,48.25,Porto,Portugal,Touriga Nacional,,,,,
389,Quinta da Roeda Vintage Port,Croft,2015,4.2,49.99,Porto,Portugal,Touriga Nacional,,,,,
393,Colheita Port,Poças,2000,3.9,43.67,Porto,Portugal,Touriga Nacional,,,,,
394,Dalva Colheita Porto,C. da Silva,1991,4.2,45.93,Porto,Portugal,Touriga Nacional,,,,,
396,Colheita Port,Maynard's,2003,4.3,36.34,Porto,Portugal,Touriga Nacional,,,,,
397,Vintage Port,São Pedro das Aguias,2000,3.8,39.99,Porto,Portugal,Touriga Nacional,,,,,
399,Dalva Colheita White Porto,C. da Silva,2007,3.9,32.99,Porto,Portugal,Touriga Nacional,,,,,
400,Matusalem Sherry VORS,Gonzalez-Byass,N.V.,4.3,54.99,Oloroso Sherry,Spain,Palomino,3.7449057,4.196226599999999,3.9456604,,
403,Antique Fino,Fernando de Castilla,N.V.,3.9,45.0,Fino Sherry,Spain,Palomino,3.5222142,3.87321,2.5574539,,
404,Colheita Port,Kopke,2008,4.1,44.89,Porto,Portugal,Touriga Nacional,,,,,
408,Colheita Port,Kopke,2004,4.1,44.99,Porto,Portugal,Touriga Nacional,,,,,
410,Solera 1842 Oloroso VOS,Valdespino,N.V.,4.1,39.98,Oloroso Sherry,Spain,Palomino,3.6663203,4.1186166,2.8852830000000003,,
412,Vintage Port Boa Vista,Offley,2000,4.0,42.99,Porto,Portugal,Touriga Nacional,,,,,
419,Dalva Colheita Porto,C. da Silva,1999,4.2,35.3,Porto,Portugal,Touriga Nacional,,,,,
420,Dalva Colheita Porto,C. da Silva,1997,3.9,35.42,Porto,Portugal,Touriga Nacional,,,,,
429,Quinta do Bomfim Vintage Port,Dow's,1995,3.9,39.9,Porto,Portugal,Touriga Nacional,,,,,
436,Quinta do Vau Vintage Port,Sandeman,2000,4.2,49.95,Porto,Portugal,Touriga Nacional,,,,,
440,Tawny Porto 20 Years Old,Quinta do Infantado,N.V.,4.3,49.47,Porto,Portugal,Touriga Nacional,,,,,
447,Quinta da Roeda Vintage Port,Croft,2005,3.7,54.99,Porto,Portugal,Touriga Nacional,,,,,
451,Vintage Port,Quinta do Portal,2005,4.2,54.9,Porto,Portugal,Touriga Nacional,,,,,
456,Late Bottled Vintage Port,Ferreira,2014,3.9,47.99,Porto,Portugal,Touriga Nacional,,,,,
457,Vintage Port,Quinta de La Rosa,2009,3.9,44.95,Porto,Portugal,Touriga Nacional,,,,,
469,Guimaraens Vintage Port,Fonseca,2015,4.1,42.34,Porto,Portugal,Touriga Nacional,,,,,
473,Colheita Port,Kopke,2006,3.9,47.64,Porto,Portugal,Touriga Nacional,,,,,
485,Antique Oloroso,Fernando de Castilla,N.V.,3.8,34.8,Oloroso Sherry,Spain,Palomino,3.9822347000000002,4.222067,3.280503,,
487,Apostoles 30 Years Old Sherry,Gonzalez-Byass,N.V.,4.3,54.99,Palo Cortado Sherry,Spain,Palomino,3.7625,4.0406256,3.553125,,
488,10 Years Old White Port,Kopke,N.V.,4.0,43.91,Porto,Portugal,Gouveio,,,,,
490,Colheita Port,Kopke,1999,4.2,38.89,Porto,Portugal,Touriga Nacional,,,,,
492,Dalva Vintage Porto,C. da Silva,1997,4.3,47.15,Porto,Portugal,Touriga Nacional,,,,,
493,Dalva Tawny 20 Years Old Port,C. da Silva,N.V.,4.0,45.99,Porto,Portugal,Touriga Nacional,,,,,
504,Muscat de Beaumes-de-Venise,Domaine de Durban,2017,4.2,32.49,Beaumes-de-Venise,France,,,,,,
505,La Bota 44 de Blanco,Equipo Navazos,2012,3.7,37.99,Manzanilla,Spain,Palomino,4.0227275,4.0,4.0,,
509,Quinta do Vau Vintage Port,Sandeman,2003,4.0,49.99,Porto,Portugal,Touriga Nacional,,,,,
510,10 Years Old Tawny Port,Porto Menéres,N.V.,3.6,32.99,Porto,Portugal,Touriga Nacional,,,,,
512,Quinta dos Malvedos Vintage Port,W. & J. Graham's,1998,4.4,53.99,Porto,Portugal,Touriga Nacional,,,,,
513,Late Bottled Vintage Port,Sandeman,2000,4.6,32.99,Porto,Portugal,Touriga Nacional,,,,,
516,10 Years Old Tawny Port,Kopke,2010,3.8,34.99,Porto,Portugal,Touriga Nacional,,,,,
522,Les Clos de Paulilles Banyuls Grand Cru,Cazes,2013,4.3,46.99,Banyuls Grand Cru,France,,,,,,
524,Porto Colheita,Quinta do Portal,2004,3.8,43.91,Porto,Portugal,Touriga Nacional,,,,,
526,Quinta dos Canais Vintage Port,Cockburn's,2003,4.0,44.99,Porto,Portugal,Touriga Nacional,,,,,
527,Vintage Port,Barros,2000,4.2,49.0,Porto,Portugal,Touriga Nacional,,,,,
530,Colheita Porto,Vista Alegre,1995,4.2,45.13,Porto,Portugal,Touriga Nacional,,,,,
540,Colheita Port,Maynard's,2006,3.8,35.42,Porto,Portugal,Touriga Nacional,,,,,
542,Colheita Port,Maynard's,2005,3.8,35.42,Porto,Portugal,Touriga Nacional,,,,,
543,Quinta da Roeda Vintage Port,Croft,2012,4.1,44.99,Porto,Portugal,Touriga Nacional,,,,,
546,Colheita Port,Burmester,2002,4.1,37.99,Porto,Portugal,Touriga Nacional,,,,,
547,Colheita Porto,Quinta de Santa Eufémia,2007,4.1,40.0,Porto,Portugal,Touriga Nacional,,,,,
548,10 Years Old Tawny Porto,Sandeman,2015,3.9,35.99,Porto,Portugal,Touriga Nacional,,,,,
552,Dalva Colheita Porto,C. da Silva,2000,4.2,33.04,Porto,Portugal,Touriga Nacional,,,,,
554,Vintage Port,Poças,2013,3.7,46.29,Porto,Portugal,Touriga Nacional,,,,,
557,Quinta de Vargellas Vintage Port,Taylor's,2015,4.2,49.99,Porto,Portugal,Touriga Nacional,,,,,
564,Colheita Porto,Vista Alegre,2000,4.2,47.58,Porto,Portugal,Touriga Nacional,,,,,
565,Vintage Port,Vista Alegre,1997,3.8,43.36,Porto,Portugal,Touriga Nacional,,,,,
568,Late Bottled Vintage Port,Sandeman,2015,3.9,34.99,Porto,Portugal,Touriga Nacional,,,,,
582,Colheita Porto,Royal Oporto,2000,4.1,53.99,Porto,Portugal,Touriga Nacional,,,,,
591,Colheita Port,Niepoort,2005,4.1,38.48,Porto,Portugal,Touriga Nacional,,,,,
594,Colheita Port,Kopke,2001,4.2,54.35,Porto,Portugal,Touriga Nacional,,,,,
595,Colheita Port,Kopke,2007,3.9,45.74,Porto,Portugal,Touriga Nacional,,,,,
609,Muscat de Beaumes de Venise,Bernardins,2018,4.3,31.5,Muscat de Beaumes de Venise,France,,,,,,
613,Muscat de Beaumes-de-Venise,Domaine de Durban,2016,3.8,31.99,Beaumes-de-Venise,France,,,,,,
615,10 Years Old Tawny Porto,Sandeman,2010,4.0,36.0,Porto,Portugal,Touriga Nacional,,,,,
617,Porto Aged Tawny 20 Years Old,Quinta do Portal,N.V.,4.2,53.13,Porto,Portugal,Touriga Nacional,,,,,
0,Ruby Port,The Christian Brothers,N.V.,2.9,6.99,California,United States,,,,,,
1,Fine Marsala Sweet (Ambra Dolce),Florio,N.V.,3.4,12.99,Marsala,Italy,,,,,,
2,Bin 27 Reserve Port,Fonseca,N.V.,3.8,13.0,Porto,Portugal,Touriga Nacional,3.0238723999999997,4.7671504,4.8433695,,"Produced exclusively in the Douro Valley of Northern Portugal, Port wine with its unique characteristics has become a favorite the world over.

There are scores of  different grape varieties used in the production of port. This wine is more about the production methods used and the fortification with spirit than the nuances that the fruit has to offer.

Port is fortified. This means that there is an introduction of some type of distilled spirit to the wine during production. These wines can achieve an ABV of 20% or more.

You will encounter one of two main types of port. The first, Ruby Port, is the most common. It has a deep ruby color, is sweet, and has relatively little exposure to oak. Tawny Port is brown in color, is aged longer, and draws its color and character from longer exposure to oak.

This wine is commonly used for desserts or a night-cap. Vintage ports, with an actual year of production i.e 1985, are far less common and usually quite spendy. Most ports are associated with a length of time of aging, like a 4-year port, or 10-year port."
3,Tawny,R.L. Buller & Son,N.V.,3.7,14.240833333333333,Victoria,Australia,,,,,,
4,Fine Ruby Port,Sandeman,N.V.,3.8,14.95,Porto,Portugal,Touriga Nacional,,,,,
5,Fine Ruby Port,Dow's,N.V.,3.7,14.99,Porto,Portugal,Touriga Nacional,,,,,
6,Fine Marsala Dry (Ambra Secco),Florio,N.V.,3.6,14.99,Marsala,Italy,,,,,,
7,Tawny Porto Medium Dry,Quinta do Infantado,N.V.,3.8,16.95,Porto,Portugal,Touriga Nacional,,,,,
8,Heritage Ruby Port,Warre's,N.V.,3.9,16.99,Porto,Portugal,Touriga Nacional,,,,,
9,Antique Tawny (Museum Reserve),Yalumba,N.V.,4.2,17.95,South Eastern Australia,Australia,,,,,,
10,Lágrima White Port,Ramos Pinto,N.V.,3.8,17.99,Porto,Portugal,Gouveio,,,,,
11,Blanc,Lillet,N.V.,4.1,17.99,,,,,,,,
12,Petite Sirah Port,Bogle,2016,4.4,18.99,Clarksburg,United States,,,,,,
13,Ruby Port,Ferreira,N.V.,3.8,18.99,Porto,Portugal,Touriga Nacional,,,,,
14,Fine Ruby Port,Quinta da Romaneira,N.V.,3.8,18.99,Porto,Portugal,Touriga Nacional,,,,,
15,Late Bottled Vintage Port,Dow's,2011,3.9,18.99,Porto,Portugal,Touriga Nacional,,,,,
16,Late Bottled Vintage Port,Dow's,2013,4.1,19.95,Porto,Portugal,Touriga Nacional,,,,,
17,Cornet & Cie Banyuls Rimage,Abbe Rous,2017,3.6,19.95,Banyuls,France,,,,,,
18,Collector Reserva Ruby Port,Ramos Pinto,N.V.,3.8,19.99,Porto,Portugal,Touriga Nacional,,,,,
19,Late Bottled Vintage Port,Taylor's,2014,4.0,21.95,Porto,Portugal,Touriga Nacional,,,,,
20,Late Bottled Vintage Unfiltered Port,Fonseca,2014,4.1,21.99,Porto,Portugal,Touriga Nacional,,,,,
21,Late Bottled Vintage Port,Dow's,2015,3.9,21.99,Porto,Portugal,Touriga Nacional,,,,,
22,Petite Sirah Port,Bogle,2015,4.1,21.99,Clarksburg,United States,,,,,,
23,Bertola Fino,Diez Mérito,N.V.,3.7,21.99,Fino Sherry,Spain,Palomino,3.058868,3.7160377999999996,2.0284904999999998,,
24,Late Bottled Vintage Port,Taylor's,2013,4.0,21.99,Porto,Portugal,Touriga Nacional,,,,,
25,Late Bottled Vintage Port,Quinta do Crasto,2013,4.0,22.95,Porto,Portugal,Touriga Nacional,,,,,
26,Late Bottled Vintage Port,Ramos Pinto,2012,3.8,22.95,Porto,Portugal,Touriga Nacional,,,,,
